5 Minutes,Lane 1 Speed (mph),Lane 1 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 4 Speed (mph),Lane 4 Flow (Veh/5 Minutes),Lane 5 Speed (mph),Lane 5 Flow (Veh/5 Minutes),Lane 6 Speed (mph),Lane 6 Flow (Veh/5 Minutes),Speed (mph),Flow (Veh/5 Minutes),# Lane Points,% Observed
9/15/2022 9:50,63.60,115,62.20,108,59.90,84,68.80,73,57.00,54,58.90,25,62.40,459,6,0.00
9/15/2022 9:55,64.70,105,63.10,100,60.80,77,68.80,66,57.70,49,59.50,20,63.20,417,6,0.00
9/15/2022 10:00,66.00,105,64.20,99,61.90,77,68.80,66,58.50,49,60.30,21,64.10,417,6,0.00
9/15/2022 10:05,64.80,96,63.20,92,60.90,71,68.80,61,57.70,45,60.10,19,63.30,384,6,0.00
9/15/2022 10:10,64.30,113,62.80,105,60.50,82,68.80,71,57.40,52,59.60,21,62.90,444,6,0.00
9/15/2022 10:15,64.70,108,63.10,102,60.80,79,68.80,68,57.60,51,59.40,21,63.10,429,6,0.00
9/15/2022 10:20,64.40,99,62.80,95,60.50,73,68.80,63,57.40,47,59.10,19,62.90,396,6,0.00
9/15/2022 10:25,63.80,106,62.30,100,60.00,78,68.80,67,57.10,50,58.60,22,62.50,423,6,0.00
9/15/2022 10:30,63.10,104,61.70,99,59.40,76,68.80,65,56.70,49,58.50,19,62.00,412,6,0.00
9/15/2022 10:35,64.70,119,63.10,110,60.70,86,68.80,74,57.60,55,59.40,24,63.10,468,6,0.00
9/15/2022 10:40,67.40,116,65.40,108,63.00,84,68.80,73,59.30,54,61.00,23,65.10,458,6,0.00
9/15/2022 10:45,65.00,124,63.40,114,61.10,89,68.80,77,57.90,57,59.90,24,63.40,485,6,0.00
9/15/2022 10:50,66.30,99,64.50,95,62.10,73,68.80,63,58.60,47,60.40,21,64.30,398,6,0.00
9/15/2022 10:55,66.70,106,64.80,100,62.40,78,68.80,67,58.80,50,60.70,22,64.50,423,6,0.00
9/15/2022 11:00,67.70,99,65.70,95,63.30,73,68.80,63,59.50,47,61.10,18,65.30,395,6,0.00
9/15/2022 11:05,67.30,103,65.30,98,62.90,76,68.80,65,59.20,48,61.00,20,65.00,410,6,0.00
9/15/2022 11:10,66.30,104,64.40,99,62.10,76,68.80,66,58.60,49,60.20,21,64.20,415,6,0.00
9/15/2022 11:15,68.10,86,66.00,86,63.60,65,68.80,55,59.80,42,60.90,18,65.50,352,6,0.00
9/15/2022 11:20,67.20,102,65.20,97,62.80,75,68.80,64,59.10,48,60.70,20,64.90,406,6,0.00
9/15/2022 11:25,68.00,103,65.90,98,63.50,76,68.80,65,59.70,48,61.00,20,65.50,410,6,0.00
9/15/2022 11:30,66.30,106,64.50,100,62.10,78,68.80,67,58.60,50,60.40,22,64.30,423,6,0.00
9/15/2022 11:35,68.30,91,66.10,89,63.80,68,68.80,58,59.80,43,61.40,20,65.70,369,6,0.00
9/15/2022 11:40,67.70,98,65.60,95,63.20,73,68.80,62,59.50,46,60.80,19,65.20,393,6,0.00
9/15/2022 11:45,67.10,104,65.10,99,62.80,76,68.80,66,59.10,49,60.60,20,64.90,414,6,0.00
9/15/2022 11:50,67.90,102,65.80,97,63.40,75,68.80,64,59.60,48,60.70,20,65.40,406,6,0.00
9/15/2022 11:55,68.00,97,65.80,93,63.40,72,68.80,61,59.60,46,60.80,19,65.40,388,6,0.00
9/15/2022 12:00,68.90,83,66.60,83,64.20,63,68.90,53,60.20,40,61.40,15,66.10,337,6,0.00
9/15/2022 12:05,67.90,91,65.80,89,63.40,68,68.80,58,59.60,43,60.60,19,65.40,368,6,0.00
9/15/2022 12:10,66.90,104,64.90,99,62.60,76,68.80,66,59.00,49,59.60,21,64.60,415,6,0.00
9/15/2022 12:15,68.10,89,66.00,87,63.60,67,68.80,57,59.70,42,60.60,18,65.50,360,6,0.00
9/15/2022 12:20,67.10,94,65.10,91,62.70,70,68.80,60,59.10,44,59.80,19,64.80,378,6,0.00
9/15/2022 12:25,66.90,114,64.90,107,62.40,83,68.80,72,59.00,53,60.30,22,64.60,451,6,0.00
9/15/2022 12:30,67.70,107,65.60,101,63.30,78,68.80,68,59.50,50,60.60,23,65.20,427,6,0.00
9/15/2022 12:35,67.10,101,65.10,96,62.80,74,68.80,64,59.10,47,60.40,20,64.80,402,6,0.00
9/15/2022 12:40,68.00,106,65.90,101,63.50,78,68.80,67,59.70,50,60.60,22,65.40,424,6,0.00
9/15/2022 12:45,65.90,96,64.00,92,61.60,71,68.80,61,58.40,45,59.80,19,63.90,384,6,0.00
9/15/2022 12:50,66.30,93,64.40,90,61.90,69,68.80,59,58.60,44,59.50,18,64.20,373,6,0.00
9/15/2022 12:55,66.80,104,64.80,99,62.50,76,68.80,66,58.90,49,59.90,20,64.60,414,6,0.00
9/15/2022 13:00,66.90,99,64.90,95,62.50,73,68.80,63,59.00,47,60.30,20,64.60,397,6,0.00
9/15/2022 13:05,67.80,89,65.70,87,63.40,67,68.80,57,59.60,42,60.50,17,65.30,359,6,0.00
9/15/2022 13:10,67.90,97,65.80,93,63.50,72,68.80,62,59.60,46,60.50,20,65.40,390,6,0.00
9/15/2022 13:15,69.40,98,67.10,94,64.70,72,68.90,62,60.50,46,61.70,21,66.40,393,6,0.00
9/15/2022 13:20,70.10,86,67.70,85,65.30,65,68.90,55,60.90,41,62.00,16,67.00,348,6,0.00
9/15/2022 13:25,68.50,92,66.40,90,64.00,69,68.80,59,60.00,44,60.90,16,65.90,370,6,0.00
9/15/2022 13:30,69.20,89,67.00,88,64.60,67,68.90,57,60.40,42,61.00,16,66.40,359,6,0.00
9/15/2022 13:35,69.00,101,66.70,97,64.30,74,68.90,64,60.30,47,60.70,19,66.20,402,6,0.00
9/15/2022 13:40,69.50,92,67.20,90,64.80,68,68.90,58,60.60,44,61.30,17,66.50,369,6,0.00
9/15/2022 13:45,71.00,96,68.50,92,66.00,71,68.90,61,61.50,45,62.30,20,67.60,385,6,0.00
9/15/2022 13:50,69.70,98,67.30,94,64.90,72,68.90,62,60.70,46,61.70,20,66.60,392,6,0.00
9/15/2022 13:55,70.50,93,68.00,90,65.60,69,68.90,59,61.20,44,62.00,20,67.20,375,6,0.00
9/15/2022 14:00,69.70,72,67.30,74,64.90,56,68.90,47,60.70,35,61.30,14,66.60,298,6,0.00
9/15/2022 14:05,70.30,96,67.90,93,65.50,71,68.90,61,61.10,45,61.90,19,67.10,385,6,0.00
9/15/2022 14:10,70.60,103,68.10,98,65.70,76,68.90,65,61.20,48,62.10,20,67.30,410,6,0.00
9/15/2022 14:15,69.20,107,66.90,101,64.50,78,68.90,68,60.40,50,61.90,21,66.40,425,6,0.00
9/15/2022 14:20,69.30,109,67.00,103,64.60,80,68.90,69,60.50,51,61.80,23,66.40,435,6,0.00
9/15/2022 14:25,69.00,112,66.70,105,64.30,81,68.90,70,60.30,52,61.70,23,66.20,443,6,0.00
9/15/2022 14:30,69.50,86,67.20,85,64.80,65,68.90,55,60.60,41,62.00,16,66.60,348,6,0.00
9/15/2022 14:35,69.80,101,67.40,97,65.00,75,68.90,64,60.80,48,62.00,21,66.70,406,6,0.00
9/15/2022 14:40,69.30,108,67.00,102,64.60,79,68.90,68,60.50,51,61.70,23,66.40,431,6,0.00
9/15/2022 14:45,68.80,108,66.60,102,64.20,79,68.90,68,60.10,50,61.40,22,66.00,429,6,0.00
9/15/2022 14:50,69.00,98,66.80,94,64.30,72,68.90,62,60.30,46,61.80,19,66.20,391,6,0.00
9/15/2022 14:55,68.60,90,66.40,88,64.00,67,68.80,57,60.00,43,61.70,20,65.80,365,6,0.00
9/15/2022 15:00,66.90,99,65.00,95,62.50,73,68.80,63,59.00,47,60.60,18,64.70,395,6,0.00
9/15/2022 15:05,69.30,99,67.00,95,64.60,73,68.90,63,60.40,47,61.80,19,66.40,396,6,0.00
9/15/2022 15:10,68.30,110,66.20,104,63.70,81,68.80,70,59.90,52,61.10,23,65.70,440,6,0.00
9/15/2022 15:15,69.30,84,67.00,83,64.60,63,68.90,54,60.50,40,61.80,16,66.40,340,6,0.00
9/15/2022 15:20,67.50,109,65.50,103,63.10,80,68.80,69,59.40,51,60.90,22,65.10,434,6,0.00
9/15/2022 15:25,68.10,118,65.90,110,63.60,85,68.80,74,59.70,55,60.90,23,65.50,465,6,0.00
9/15/2022 15:30,69.20,104,66.90,99,64.50,77,68.90,66,60.40,49,61.60,21,66.30,416,6,0.00
9/15/2022 15:35,68.80,97,66.60,94,64.10,72,68.80,62,60.20,46,61.00,21,66.00,392,6,0.00
9/15/2022 15:40,69.50,104,67.20,99,64.70,76,68.90,65,60.60,49,61.80,20,66.50,413,6,0.00
9/15/2022 15:45,69.50,101,67.20,96,64.80,74,68.90,64,60.60,47,61.60,19,66.60,401,6,0.00
9/15/2022 15:50,69.80,110,67.40,104,65.00,80,68.90,69,60.80,51,61.80,21,66.80,435,6,0.00
9/15/2022 15:55,68.50,102,66.30,97,63.90,75,68.80,64,60.00,48,61.30,20,65.80,406,6,0.00
9/15/2022 16:00,70.10,106,67.70,100,65.30,78,68.90,67,60.90,50,62.00,20,67.00,421,6,0.00
9/15/2022 16:05,70.70,93,68.20,91,65.80,69,68.90,59,61.30,44,62.50,20,67.40,376,6,0.00
9/15/2022 16:10,69.60,103,67.30,99,64.90,76,68.90,65,60.70,49,62.00,22,66.60,414,6,0.00
9/15/2022 16:15,70.60,100,68.20,96,65.70,74,68.90,64,61.30,47,62.30,21,67.30,402,6,0.00
9/15/2022 16:20,70.80,113,68.30,106,65.80,82,68.90,71,61.40,53,62.50,23,67.40,448,6,0.00
9/15/2022 16:25,71.00,102,68.50,98,66.00,75,68.90,65,61.50,48,62.40,21,67.60,409,6,0.00
9/15/2022 16:30,71.00,103,68.50,98,66.00,75,68.90,65,61.50,48,62.40,20,67.60,409,6,0.00
9/15/2022 16:35,71.00,97,68.50,94,66.10,72,68.90,62,61.50,46,62.60,18,67.60,389,6,0.00
9/15/2022 16:40,70.10,101,67.70,96,65.30,74,68.90,64,61.00,47,62.10,20,67.00,402,6,0.00
9/15/2022 16:45,71.40,99,68.80,95,66.40,73,68.90,63,61.80,47,62.60,21,67.90,398,6,0.00
9/15/2022 16:50,70.90,118,68.40,110,66.00,85,68.90,74,61.50,55,62.40,26,67.50,468,6,0.00
9/15/2022 16:55,70.70,108,68.20,102,65.80,79,68.90,68,61.30,50,62.30,21,67.40,428,6,0.00
9/15/2022 17:00,70.90,112,68.40,105,66.00,82,68.90,71,61.50,52,62.40,22,67.60,444,6,0.00
9/15/2022 17:05,71.10,119,68.60,111,66.10,86,68.90,75,61.60,55,62.50,26,67.70,472,6,0.00
9/15/2022 17:10,70.80,116,68.30,108,65.90,84,68.90,73,61.40,54,62.10,24,67.50,459,6,0.00
9/15/2022 17:15,71.20,109,68.70,102,66.20,79,68.90,69,61.60,51,62.60,23,67.70,433,6,0.00
9/15/2022 17:20,69.60,112,67.30,105,64.90,82,68.90,71,60.70,52,62.00,23,66.60,445,6,0.00
9/15/2022 17:25,70.80,124,68.30,114,65.90,89,68.90,77,61.40,57,62.20,24,67.50,485,6,0.00
9/15/2022 17:30,70.30,99,67.90,95,65.40,73,68.90,62,61.10,46,62.20,19,67.10,394,6,0.00
9/15/2022 17:35,69.40,111,67.10,105,64.70,81,68.90,70,60.50,52,61.80,23,66.50,442,6,0.00
9/15/2022 17:40,70.50,113,68.10,106,65.60,82,68.90,71,61.20,53,62.30,24,67.30,449,6,0.00
9/15/2022 17:45,70.00,100,67.60,96,65.10,74,68.90,64,60.90,47,61.90,19,66.90,400,6,0.00
9/15/2022 17:50,70.60,103,68.20,98,65.70,75,68.90,65,61.30,48,62.50,19,67.40,408,6,0.00
9/15/2022 17:55,71.10,100,68.60,96,66.10,74,68.90,64,61.60,47,62.50,20,67.70,401,6,0.00
9/15/2022 18:00,71.40,85,68.80,84,66.30,64,68.90,54,61.70,41,62.70,18,67.80,346,6,0.00
9/15/2022 18:05,70.40,89,68.00,87,65.50,67,68.90,57,61.20,42,62.10,17,67.20,359,6,0.00
9/15/2022 18:10,72.00,81,69.30,81,66.90,61,68.90,52,62.10,39,62.60,17,68.30,331,6,0.00
9/15/2022 18:15,70.50,81,68.10,81,65.60,62,68.90,52,61.20,39,62.10,17,67.20,332,6,0.00
9/15/2022 18:20,71.80,84,69.20,83,66.70,63,68.90,54,62.00,40,62.90,16,68.20,340,6,0.00
9/15/2022 18:25,71.20,90,68.60,88,66.20,67,68.90,57,61.60,43,62.30,18,67.70,363,6,0.00
9/15/2022 18:30,71.70,74,69.10,76,66.60,57,68.90,48,61.90,36,62.70,14,68.10,305,6,0.00
9/15/2022 18:35,71.30,76,68.70,78,66.30,59,68.90,49,61.70,37,62.20,15,67.80,314,6,0.00
9/15/2022 18:40,72.30,86,69.60,85,67.10,64,68.90,55,62.30,41,63.10,17,68.50,348,6,0.00
9/15/2022 18:45,71.80,69,69.20,72,66.70,54,68.90,45,62.00,34,62.60,13,68.10,287,6,0.00
9/15/2022 18:50,72.40,66,69.70,70,67.20,52,68.90,43,62.40,33,62.90,12,68.60,276,6,0.00
9/15/2022 18:55,72.10,61,69.40,66,67.00,49,68.90,41,62.20,31,62.90,14,68.30,262,6,0.00
9/15/2022 19:00,74.70,65,71.70,69,69.20,51,68.90,42,63.80,32,64.20,12,70.20,271,6,0.00
9/15/2022 19:05,73.30,67,70.50,71,68.00,53,68.90,44,62.90,34,63.20,16,69.10,285,6,0.00
9/15/2022 19:10,74.00,80,71.10,80,68.60,61,68.90,51,63.40,39,63.80,16,69.70,327,6,0.00
9/15/2022 19:15,75.20,66,72.10,70,69.50,52,68.90,43,64.10,33,64.00,13,70.50,277,6,0.00
9/15/2022 19:20,75.10,73,72.00,75,69.60,56,69.00,47,64.00,36,64.50,14,70.50,301,6,0.00
9/15/2022 19:25,74.20,65,71.20,69,68.70,50,68.90,40,63.50,30,63.60,9,70.00,263,6,0.00
9/15/2022 19:30,74.50,50,71.50,57,69.00,41,68.90,34,63.70,26,63.70,11,70.00,219,6,0.00
9/15/2022 19:35,73.10,58,70.20,63,67.80,47,68.90,38,62.80,29,62.90,11,69.00,246,6,0.00
9/15/2022 19:40,71.20,58,68.70,63,66.20,46,68.90,38,61.70,29,62.50,11,67.80,245,6,0.00
9/15/2022 19:45,73.60,61,70.80,66,68.30,48,68.90,40,63.10,31,63.50,13,69.40,259,6,0.00
9/15/2022 19:50,73.30,63,70.40,68,68.00,50,68.90,42,62.90,32,63.40,14,69.10,269,6,0.00
9/15/2022 19:55,72.30,50,69.60,58,67.10,41,68.90,34,62.30,26,62.50,10,68.40,219,6,0.00
9/15/2022 20:00,72.20,52,69.50,59,67.00,43,68.90,35,62.30,27,62.60,10,68.40,226,6,0.00
9/15/2022 20:05,72.30,59,69.60,64,67.10,47,68.90,39,62.30,29,62.80,10,68.50,248,6,0.00
9/15/2022 20:10,72.60,57,69.80,63,67.40,46,68.90,38,62.50,29,63.10,11,68.70,244,6,0.00
9/15/2022 20:15,73.40,57,70.50,63,68.10,46,68.90,38,63.00,29,63.70,13,69.20,246,6,0.00
9/15/2022 20:20,73.10,52,70.30,59,67.80,43,68.90,35,62.80,27,63.60,10,69.00,226,6,0.00
9/15/2022 20:25,72.20,50,69.50,57,67.00,41,68.90,34,62.20,26,62.70,9,68.40,217,6,0.00
9/15/2022 20:30,71.80,56,69.10,62,66.70,45,68.90,37,62.00,28,62.90,11,68.10,239,6,0.00
9/15/2022 20:35,72.70,51,69.90,58,67.40,42,68.90,33,62.50,25,63.40,9,68.80,218,6,0.00
9/15/2022 20:40,73.50,65,70.60,69,68.20,51,68.90,42,63.00,31,63.90,14,69.40,272,6,0.00
9/15/2022 20:45,72.80,57,70.00,62,67.50,46,68.90,38,62.60,29,63.20,11,68.80,243,6,0.00
9/15/2022 20:50,72.80,54,70.00,60,67.50,44,68.90,36,62.60,28,63.10,11,68.80,233,6,0.00
9/15/2022 20:55,74.10,51,71.10,58,68.60,42,68.90,34,63.40,26,63.70,10,69.80,221,6,0.00
9/15/2022 21:00,72.80,51,70.00,58,67.50,42,68.90,34,62.60,26,62.90,8,68.90,219,6,0.00
9/15/2022 21:05,73.80,35,70.80,45,68.30,29,68.90,21,63.20,16,63.60,5,69.70,151,6,0.00
9/15/2022 21:10,73.50,33,70.60,44,68.10,30,68.90,24,63.10,19,63.50,7,69.30,157,6,0.00
9/15/2022 21:15,73.80,37,70.90,48,68.30,33,68.90,26,63.20,21,63.50,8,69.50,173,6,0.00
9/15/2022 21:20,73.80,37,70.90,47,68.40,31,68.90,24,63.20,19,63.60,6,69.60,164,6,0.00
9/15/2022 21:25,74.20,56,71.20,62,68.70,45,68.90,37,63.40,28,63.80,11,69.80,239,6,0.00
9/15/2022 21:30,73.40,74,70.50,76,68.10,57,68.90,48,63.00,36,64.00,13,69.30,304,6,0.00
9/15/2022 21:35,72.70,55,69.90,61,67.40,45,68.90,37,62.50,28,63.40,10,68.80,236,6,0.00
9/15/2022 21:40,72.50,34,69.80,45,67.30,31,68.90,24,62.40,18,63.20,7,68.60,159,6,0.00
9/15/2022 21:45,73.30,30,70.50,42,68.00,28,68.90,22,62.90,17,63.40,6,69.20,145,6,0.00
9/15/2022 21:50,74.50,46,71.50,54,69.00,38,68.90,30,63.70,23,64.00,9,70.10,200,6,0.00
9/15/2022 21:55,74.40,35,71.40,45,68.80,31,68.90,23,63.60,18,64.10,7,70.00,159,6,0.00
9/15/2022 22:00,73.50,27,70.70,40,68.20,27,68.90,20,63.10,16,63.20,5,69.30,135,6,0.00
9/15/2022 22:05,73.30,27,70.40,39,68.00,25,68.90,18,62.90,15,63.20,6,69.10,130,6,0.00
9/15/2022 22:10,73.30,31,70.50,42,68.00,27,68.90,19,62.90,15,63.50,4,69.40,138,6,0.00
9/15/2022 22:15,72.90,31,70.10,42,67.60,28,68.90,20,62.60,15,63.00,6,68.90,142,6,0.00
9/15/2022 22:20,73.50,30,70.60,41,68.20,27,68.90,20,63.00,15,63.60,5,69.40,138,6,0.00
9/15/2022 22:25,73.60,33,70.70,44,68.20,29,68.90,22,63.10,17,63.50,5,69.50,150,6,0.00
9/15/2022 22:30,73.50,24,70.60,37,68.10,23,68.90,16,63.10,12,63.60,5,69.40,117,6,0.00
9/15/2022 22:35,72.60,22,69.80,35,67.40,22,68.90,15,62.50,12,63.10,5,68.70,111,6,0.00
9/15/2022 22:40,72.40,19,69.70,32,67.20,20,68.90,13,62.40,12,63.00,4,68.50,100,6,0.00
9/15/2022 22:45,72.90,16,70.10,30,67.70,18,68.90,11,62.70,9,63.10,3,69.00,87,6,0.00
9/15/2022 22:50,73.20,17,70.30,31,67.90,19,68.90,12,62.80,9,63.10,4,69.10,92,6,0.00
9/15/2022 22:55,73.60,13,70.70,27,68.20,15,68.90,8,63.10,7,63.50,3,69.50,73,6,0.00
9/15/2022 23:00,73.90,15,71.00,29,68.50,15,68.90,9,63.30,8,63.60,3,69.80,79,6,0.00
9/15/2022 23:05,73.90,11,71.00,26,68.50,12,68.90,5,63.30,4,63.60,2,70.10,60,6,0.00
9/15/2022 23:10,73.20,11,70.40,26,68.00,13,68.90,4,62.90,4,63.30,2,69.60,60,6,0.00
9/15/2022 23:15,73.60,17,70.70,31,68.20,18,68.90,11,63.10,10,63.30,4,69.40,91,6,0.00
9/15/2022 23:20,73.90,13,71.00,28,68.50,14,68.90,6,63.30,7,63.60,2,69.90,70,6,0.00
9/15/2022 23:25,74.00,14,71.10,28,68.60,14,68.90,7,63.40,7,63.80,2,70.00,72,6,0.00
9/15/2022 23:30,74.00,7,71.10,23,68.60,11,68.90,6,63.30,6,63.80,1,69.70,54,6,0.00
9/15/2022 23:35,73.80,17,70.80,30,68.30,16,68.90,7,63.20,5,63.60,1,70.20,76,6,0.00
9/15/2022 23:40,73.50,14,70.70,28,68.20,15,68.90,7,63.10,8,63.40,3,69.40,75,6,0.00
9/15/2022 23:45,73.50,9,70.60,22,68.10,9,68.90,1,63.00,1,63.40,0,70.50,42,6,0.00
9/15/2022 23:50,73.70,9,70.80,21,68.30,8,68.90,9,63.10,8,61.80,22,67.30,77,6,0.00
9/15/2022 23:55,73.40,8,70.50,24,68.00,11,68.90,11,63.00,3,63.50,1,69.60,58,6,0.00
